identifier,issue_date,year,section_code,section_name,department_name,char_count,word_count,tokens_BETO,tokens_RoBERTalex,tokens_MEL,tokens_MrBERT-legal
BOE-A-2024-23815,20241115,2024,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,740,119,168,159,176,180
BOE-A-2024-23846,20241115,2024,3,III. Otras disposiciones,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",572,97,140,138,147,147
BOE-A-2024-23858,20241115,2024,3,III. Otras disposiciones,"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",12890,1946,2768,2528,2962,3016
BOE-A-2025-588,20250115,2025,1,I. Disposiciones generales,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",61881,9798,12204,11427,13596,13363
BOE-A-2025-589,20250115,2025,1,I. Disposiciones generales,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",7270,1128,1586,1461,1718,1739
BOE-A-2025-590,20250115,2025,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE GALICIA,39824,6052,7346,7055,7913,7682
BOE-A-2025-600,20250115,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",771,123,185,174,193,219
BOE-A-2025-602,20250115,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",799,127,191,180,201,228
BOE-A-2025-613,20250115,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE VIVIENDA Y AGENDA URBANA,2784,421,673,579,689,740
BOE-A-2025-629,20250115,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,836,128,177,160,196,191
BOE-A-2025-631,20250115,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,388,58,97,93,101,118
BOE-A-2025-636,20250115,2025,3,III. Otras disposiciones,MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE,129841,19711,25220,23621,27918,27519
BOE-A-2025-638,20250115,2025,3,III. Otras disposiciones,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",130688,19230,26154,24681,28473,29413
BOE-A-2025-2867,20250215,2025,1,I. Disposiciones generales,CORTES GENERALES,556,85,127,123,139,152
BOE-A-2025-2869,20250215,2025,1,I. Disposiciones generales,MINISTERIO DE HACIENDA,6994,848,2678,2400,2193,2991
BOE-A-2025-2870,20250215,2025,1,I. Disposiciones generales,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,29985,4526,5875,5518,6405,6298
BOE-A-2025-2872,20250215,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",CONSEJO GENERAL DEL PODER JUDICIAL,746,121,179,167,183,205
BOE-A-2025-2873,20250215,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",3341,476,767,698,785,875
BOE-A-2025-2875,20250215,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,2405,351,543,487,612,620
BOE-A-2025-2900,20250215,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,813,125,170,154,190,183
BOE-A-2025-2917,20250215,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,814,128,173,159,189,185
BOE-A-2025-2939,20250215,2025,3,III. Otras disposiciones,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",13844,2131,2821,2626,3123,3067
BOE-A-2025-2955,20250215,2025,3,III. Otras disposiciones,MINISTERIO DEL INTERIOR,20857,3155,4035,3824,4447,4437
BOE-A-2025-7588,20250415,2025,1,I. Disposiciones generales,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",688479,92988,146681,130905,157602,157512
BOE-A-2025-7591,20250415,2025,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE CATALUÑA,2236,341,542,495,545,627
BOE-A-2025-7592,20250415,2025,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE CANARIAS,38952,6043,7927,7340,8714,8870
BOE-A-2025-7598,20250415,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DEL INTERIOR,4019,615,877,812,941,1036
BOE-A-2025-7601,20250415,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,925,144,202,185,228,218
BOE-A-2025-7604,20250415,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,2613,393,549,511,583,630
BOE-A-2025-7616,20250415,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,765,122,164,152,181,176
BOE-A-2025-7626,20250415,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,UNIVERSIDADES,54810,7960,11110,10316,12186,12026
BOE-A-2025-7631,20250415,2025,3,III. Otras disposiciones,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",1628,238,381,355,427,413
BOE-A-2025-7655,20250415,2025,3,III. Otras disposiciones,"MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",80173,11880,17359,15789,17831,17920
BOE-A-2025-9479,20250515,2025,1,I. Disposiciones generales,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES",646,95,177,167,174,200
BOE-A-2025-9480,20250515,2025,1,I. Disposiciones generales,COMISIÓN NACIONAL DE LOS MERCADOS Y LA COMPETENCIA,2226,340,505,478,547,635
BOE-A-2025-9483,20250515,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",2680,398,585,533,615,668
BOE-A-2025-9503,20250515,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,3179,478,670,621,723,765
BOE-A-2025-9521,20250515,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,715,112,147,139,165,163
BOE-A-2025-9540,20250515,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,769,118,159,152,185,175
BOE-A-2025-9596,20250515,2025,3,III. Otras disposiciones,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",8669,1277,1930,1839,2066,2081
BOE-A-2025-9621,20250515,2025,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,31730,4745,6187,5773,6696,6601
BOE-A-2025-9630,20250515,2025,T,T.C. Sección del Tribunal Constitucional,TRIBUNAL CONSTITUCIONAL,27295,4319,5832,5391,6415,6297
BOE-A-2025-9635,20250515,2025,T,T.C. Sección del Tribunal Constitucional,TRIBUNAL CONSTITUCIONAL,16444,2555,3696,3382,3941,4162
BOE-A-2025-14591,20250715,2025,1,I. Disposiciones generales,TRIBUNAL CONSTITUCIONAL,723,106,152,140,168,178
BOE-A-2025-14594,20250715,2025,1,I. Disposiciones generales,TRIBUNAL CONSTITUCIONAL,575,81,118,110,129,140
BOE-A-2025-14599,20250715,2025,1,I. Disposiciones generales,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",702,107,189,167,186,209
BOE-A-2025-14605,20250715,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",CONSEJO GENERAL DEL PODER JUDICIAL,578,92,145,132,151,161
BOE-A-2025-14609,20250715,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",MINISTERIO DE DEFENSA,48257,6742,21931,14621,18878,21239
BOE-A-2025-14614,20250715,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",COMUNIDAD AUTÓNOMA DE LAS ILLES BALEARS,1101,170,239,213,257,260
BOE-A-2025-14618,20250715,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,"MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN",15982,2432,3340,3089,3586,3553
BOE-A-2025-14655,20250715,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,765,121,159,152,178,177
BOE-A-2025-14685,20250715,2025,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,2134,281,553,511,568,718
BOE-A-2025-14687,20250715,2025,3,III. Otras disposiciones,"MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030",29728,4555,5744,5436,6324,6205
BOE-A-2025-16905,20250815,2025,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE CATALUÑA,32162,4864,6156,5804,6683,6635
BOE-A-2025-16907,20250815,2025,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE CATALUÑA,27484,4172,5370,5030,5866,5827
BOE-A-2025-16908,20250815,2025,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE ARAGÓN,22562,3231,4233,3907,4896,4620
BOE-A-2025-16909,20250815,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",CONSEJO GENERAL DEL PODER JUDICIAL,747,118,183,165,194,209
BOE-A-2025-16910,20250815,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",CONSEJO GENERAL DEL PODER JUDICIAL,913,149,214,197,226,249
BOE-A-2025-16911,20250815,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,MINISTERIO DE DEFENSA,27427,2426,14210,9796,10740,13806
BOE-A-2025-16914,20250815,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,2721,399,532,482,601,561
BOE-A-2025-16916,20250815,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,908,143,193,183,216,216
BOE-A-2025-16930,20250815,2025,3,III. Otras disposiciones,MINISTERIO DE POLÍTICA TERRITORIAL Y MEMORIA DEMOCRÁTICA,35475,5329,7095,6789,7739,7772
BOE-A-2025-16940,20250815,2025,3,III. Otras disposiciones,UNIVERSIDADES,4029,534,1103,827,1131,1104
BOE-A-2025-20582,20251015,2025,1,I. Disposiciones generales,CORTES GENERALES,520,81,120,116,131,147
BOE-A-2025-20583,20251015,2025,1,I. Disposiciones generales,"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",98342,15127,20541,19223,22561,22413
BOE-A-2025-20587,20251015,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",CONSEJO GENERAL DEL PODER JUDICIAL,770,122,191,166,187,194
BOE-A-2025-20599,20251015,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias","MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES",37267,4568,15480,9599,13023,14892
BOE-A-2025-20601,20251015,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,3320,464,798,729,848,890
BOE-A-2025-20635,20251015,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,733,115,150,143,168,167
BOE-A-2025-20642,20251015,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,761,120,160,153,180,176
BOE-A-2025-20657,20251015,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,1083,169,229,220,252,264
BOE-A-2025-20687,20251015,2025,3,III. Otras disposiciones,BANCO DE ESPAÑA,1162,112,399,373,387,546
BOE-A-2025-20689,20251015,2025,3,III. Otras disposiciones,UNIVERSIDADES,39066,4977,9341,8027,9812,10782
BOE-A-2025-23134,20251115,2025,1,I. Disposiciones generales,MINISTERIO DE HACIENDA,4094,528,1544,1376,1243,1606
BOE-A-2025-23135,20251115,2025,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE CATALUÑA,13213,1901,2714,2517,2839,3163
BOE-A-2025-23136,20251115,2025,1,I. Disposiciones generales,COMUNIDAD AUTÓNOMA DE CATALUÑA,22279,3364,4238,4053,4637,4581
BOE-A-2025-23146,20251115,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,2655,407,581,526,635,649
BOE-A-2025-23152,20251115,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,1118,165,251,227,270,276
BOE-A-2025-23153,20251115,2025,2A,"II. Autoridades y personal. - A. Nombramientos, situaciones e incidencias",UNIVERSIDADES,3513,522,748,681,822,812
BOE-A-2025-23178,20251115,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,864,141,187,181,202,203
BOE-A-2025-23180,20251115,2025,2B,II. Autoridades y personal. - B. Oposiciones y concursos,ADMINISTRACIÓN LOCAL,900,144,194,183,211,213
BOE-A-2025-23198,20251115,2025,3,III. Otras disposiciones,"MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA",34008,5156,6640,6217,7237,6992
BOE-A-2025-23207,20251115,2025,3,III. Otras disposiciones,MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA,1409,202,312,293,331,361
